1,1,1454301893.0,-1
2,Mozilla plugin study,1455839987.0,1454648400.0
3,Develop three chrome plugins,1455848393.0,1456808400.0
5,Functionality to collect and store logs on Server,1458687321.0,1459051200.0
7,Prepare a report for submission,1459911266.0,1460001600.0
4,Make plugin available for download,1458687294.0,1460001600.0
6,Modify solutions according to users specification,1459480220.0,1460001600.0
