bug,https://api.github.com/repos/DharmendraVaghela/csc510-grp-e/labels/bug,fc2929
duplicate,https://api.github.com/repos/DharmendraVaghela/csc510-grp-e/labels/duplicate,cccccc
enhancement,https://api.github.com/repos/DharmendraVaghela/csc510-grp-e/labels/enhancement,84b6eb
help wanted,https://api.github.com/repos/DharmendraVaghela/csc510-grp-e/labels/help%20wanted,159818
invalid,https://api.github.com/repos/DharmendraVaghela/csc510-grp-e/labels/invalid,e6e6e6
question,https://api.github.com/repos/DharmendraVaghela/csc510-grp-e/labels/question,cc317c
wontfix,https://api.github.com/repos/DharmendraVaghela/csc510-grp-e/labels/wontfix,ffffff
